RestaurantID,City,Area,RestaurantName,CuisineTypes,AverageMealPrice,AverageRating,TotalRatings,EstimatedOrders,EstimatedRevenue,DeliveryTimeMinutes,DiscountPercentage,DeliveryPartner,Address,LastUpdatedDate
3007,Bangalore,Jayanagar,Tandoori North Indian Junction,"Chinese, Italian, Pizza, Mughlai",140,4.1,2590,2875,402500,21,0,Regular Delivery,"439, Setty Ganj, Mango-788303",17-02-2026
3008,Mumbai,Bandra,Urban Arabian World,"South Indian, Desserts, North Indian, Seafood",704,3.9,5397,4367,3074368,61,50,Regular Delivery,"702, Arora Path, Bhilai 387303",11-07-2025
3009,Delhi,Rohini,Urban Italian Junction,"Chinese, Biryani",360,4.7,2902,1496,538560,29,20,Swiggy Genie,"13/019, Ramachandran Street, Orai 115034",27-12-2025
3010,Delhi,Dwarka,Spice Biryani Palace,"Seafood, Pizza",629,4,13906,3093,1945497,38,50,Swiggy One,"29/583, Rajan Path, Satna 769447",19-10-2025
3011,Hyderabad,Madhapur,Kitchen South Indian Hub,"Arabian, Burgers, Healthy Food, Pizza",1093,4.5,13667,2288,2500784,73,15,Swiggy One,"H.No. 17, Sheth Marg, Rourkela 614886",06-01-2026
3012,Hyderabad,Banjara Hills,Biryani Bakery Hub,"Desserts, Healthy Food, Andhra, Burgers",693,4.5,5558,4500,3118500,54,20,Swiggy One,"H.No. 47, Dhawan Chowk, Bidhannagar 202173",08-10-2025
3013,Chennai,Anna Nagar,Cafe Italian Hub,Healthy Food,231,4.3,1943,858,198198,48,15,Regular Delivery,"703, Kar Marg, Yamunanagar 013055",04-02-2026
3014,Bangalore,Indiranagar,Tandoori Desserts Point,"North Indian, Pizza, Biryani",887,4.2,9563,230,204010,46,25,Swiggy Genie,"76/635, Krishna Street, Tiruchirappalli 445917",28-09-2025
3015,Bangalore,BTM Layout,Delight Fast Food Junction,"Mughlai, North Indian, South Indian",789,3.2,13963,1506,1188234,47,15,Swiggy One,"H.No. 264, Bobal Circle, Nizamabad-466205",20-09-2025
3016,Bangalore,Jayanagar,Cafe Ice Cream Corner,"Chinese, Fast Food",911,3.6,3764,3185,2901535,34,10,Swiggy Genie,"H.No. 55, Rao Zila, Nanded 581806",04-03-2026
3017,Chennai,Anna Nagar,Spice Chinese World,"Fast Food, South Indian",295,4.3,2033,2672,788240,58,25,Swiggy One,"H.No. 12, Chanda Ganj, Pali 907941",27-12-2025
3018,Chennai,Anna Nagar,House Bakery Hub,"Biryani, Arabian, Seafood",270,4.1,11678,2805,757350,20,0,Swiggy One,"77/66, Ranganathan Zila, Kolhapur-541983",13-09-2025
3019,Mumbai,Bandra,Tandoori Bakery Grill,"Burgers, Mughlai, Fast Food",875,3,13153,3041,2660875,47,20,Swiggy Genie,"776, Varty Street, Raipur-839396",06-10-2025
3020,Chennai,Anna Nagar,Cafe Burgers Zone,"North Indian, Chinese",890,3.8,1652,3473,3090970,23,40,Swiggy One,"53/628, Jhaveri, Karnal 474498",30-03-2026
3021,Mumbai,Andheri,Urban Fast Food Factory,"Arabian, Healthy Food",1032,3.7,4761,4831,4985592,25,25,Swiggy Genie,"H.No. 786, Sani Zila, Jammu 584163",05-02-2026
3022,Chennai,Adyar,Biryani Fast Food Corner,Healthy Food,383,4.3,14201,2929,1121807,63,50,Swiggy Genie,"H.No. 661, Master Marg, Bhatpara-088359",09-06-2025
3023,Mumbai,Andheri,Delight Biryani Treats,"Italian, Healthy Food, Ice Cream",630,3,1784,846,532980,40,10,Swiggy Genie,"H.No. 221, Sama Ganj, Asansol 818499",07-01-2026
3024,Chennai,Velachery,Cafe Arabian Factory,"Biryani, Chinese, Pizza",745,4.8,7252,1750,1303750,33,10,Swiggy One,"01, Dugar Zila, Raiganj-940086",07-10-2025
3025,Bangalore,Whitefield,House Andhra Treats,"Chinese, Arabian, North Indian",777,3.5,5251,4526,3516702,61,0,Swiggy One,"H.No. 223, Agrawal Ganj, Muzaffarnagar 691195",30-12-2025
3026,Mumbai,Andheri,Royal Chinese World,"Ice Cream, North Indian",945,4.7,1513,3249,3070305,49,0,Swiggy Genie,"84/17, Chaudhry Chowk, Tirupati 687158",03-11-2025
3027,Hyderabad,Madhapur,House Pizza World,Biryani,556,3.9,14092,3807,2116692,25,10,Swiggy Genie,"874, Sekhon Zila, Machilipatnam-707232",18-07-2025
3028,Bangalore,Indiranagar,Biryani Andhra Palace,"Healthy Food, Arabian, Fast Food",145,2.9,9384,2461,356845,24,30,Swiggy Genie,"39/504, Bhatti Ganj, Bettiah-614797",03-05-2026
3029,Mumbai,Andheri,Royal Andhra Palace,"Pizza, Andhra, Healthy Food, South Indian",541,3.4,11330,651,352191,31,25,Swiggy Genie,"00, Kapadia Street, Vijayawada 102417",05-01-2026
3030,Chennai,Adyar,Food Pizza Palace,"Arabian, Seafood, Fast Food",418,3.1,13861,2487,1039566,23,40,Swiggy Genie,"501, Dyal Street, Ozhukarai-798335",21-06-2025
3031,Bangalore,BTM Layout,Express Bakery Point,"Ice Cream, Fast Food, North Indian, Biryani",812,4.1,3950,3282,2664984,37,40,Swiggy One,"33, Jayaraman Road, Kottayam 675935",06-09-2025
3032,Hyderabad,Madhapur,Tandoori Desserts Point,"Arabian, Fast Food, Pizza, Burgers",1007,4.4,4479,158,159106,57,30,Swiggy One,"284, Andra Street, Mau 070278",24-05-2025
3033,Bangalore,Koramangala,Tandoori Healthy Food Point,"Biryani, South Indian, Bakery",578,4.1,4811,2063,1192414,61,40,Regular Delivery,"347, Mani Street, Aurangabad-863021",20-09-2025
3034,Bangalore,BTM Layout,Food Seafood World,"South Indian, Seafood, Desserts, Ice Cream",889,2.9,9182,192,170688,71,20,Swiggy One,"72/55, Vasa Path, Erode-965305",05-12-2025
3035,Bangalore,Koramangala,Kitchen Desserts Junction,"Arabian, Desserts, Pizza",667,4.3,6130,2116,1411372,61,50,Swiggy One,"64, Yadav Circle, Bhilwara 149770",15-12-2025
3036,Delhi,Dwarka,House Andhra Zone,Biryani,857,3.1,5994,706,605042,73,20,Regular Delivery,"H.No. 11, Vohra Road, Orai 070780",06-01-2026
3037,Mumbai,Powai,Spice Fast Food World,Ice Cream,157,3,12299,3339,524223,27,30,Regular Delivery,"69, Venkataraman Circle, Berhampore 727248",19-05-2026
3038,Delhi,Dwarka,Biryani Burgers Grill,"North Indian, Bakery, Arabian",163,3.5,12958,346,56398,62,30,Regular Delivery,"H.No. 02, Brahmbhatt Ganj, Udupi 699366",24-09-2025
3039,Chennai,Adyar,Street Italian Corner,"Chinese, Ice Cream",919,3.6,863,1488,1367472,45,20,Swiggy One,"638, Sekhon Marg, Jabalpur-640028",20-11-2025
3040,Bangalore,Whitefield,Delight Bakery Palace,Chinese,192,4.5,11863,1534,294528,66,40,Regular Delivery,"73, Bhatia Road, Dindigul 345675",22-09-2025
3041,Mumbai,Lower Parel,Food Fast Food Point,South Indian,371,3.1,10990,3851,1428721,72,10,Regular Delivery,"82/41, Kalita Chowk, Jaipur 258358",31-08-2025
3042,Chennai,OMR,Urban Fast Food Junction,"Pizza, Mughlai",286,3.2,6442,1202,343772,51,50,Swiggy One,"420, Arora Zila, Mau-746616",26-04-2026
3043,Bangalore,Indiranagar,Urban Italian Point,"Andhra, South Indian, Fast Food",654,3,4625,4149,2713446,70,15,Regular Delivery,"05/155, Tata Nagar, Gwalior-556180",18-03-2026
3044,Mumbai,Bandra,House Healthy Food Junction,"Fast Food, Burgers",1123,4.6,2997,2615,2936645,70,10,Regular Delivery,"H.No. 705, Manne Ganj, Navi Mumbai 467189",08-03-2026
3045,Hyderabad,Madhapur,Delight Desserts World,"Burgers, North Indian, Desserts",654,3,10691,616,402864,52,50,Regular Delivery,"41/97, Wali Circle, Hindupur-203669",06-01-2026
3046,Delhi,Karol Bagh,House Seafood Grill,"Seafood, North Indian",398,4.2,13925,1933,769334,70,30,Regular Delivery,"H.No. 73, Ganesan Ganj, Thane-774234",14-02-2026
3047,Bangalore,Jayanagar,Cafe Healthy Food World,"Bakery, Healthy Food, Andhra",578,3.6,11050,4082,2359396,70,15,Swiggy Genie,"733, Aggarwal Ganj, Nanded-376697",08-07-2025
3048,Mumbai,Lower Parel,Express Biryani Treats,"Italian, Chinese, Biryani",266,3.1,2484,2706,719796,25,20,Swiggy Genie,"05/34, Setty Path, Adoni 637853",19-06-2025
3049,Bangalore,BTM Layout,Royal North Indian World,"Fast Food, North Indian",792,3.2,12582,1539,1218888,63,0,Swiggy One,"H.No. 621, Seshadri Marg, Ajmer-414511",20-06-2025
3050,Mumbai,Lower Parel,Royal Burgers Junction,"Arabian, Bakery, Italian",405,4.5,2116,1473,596565,31,20,Swiggy Genie,"41/756, Khalsa, Siwan-949563",27-01-2026
3051,Delhi,Dwarka,Cafe Healthy Food Hub,"Seafood, Italian",743,3.2,13664,2116,1572188,73,10,Swiggy One,"31, Chaudhry Street, Bhind 870140",12-08-2025
3052,Bangalore,Jayanagar,Kitchen Burgers Point,"Italian, Ice Cream, Biryani",581,4.8,1878,1231,715211,47,15,Swiggy One,"97, Yogi Chowk, Warangal-799474",22-10-2025
3053,Bangalore,Jayanagar,Kitchen Chinese Factory,Fast Food,338,4.1,1270,2291,774358,48,25,Regular Delivery,"H.No. 55, Randhawa Nagar, Pondicherry-316724",06-01-2026
3054,Delhi,Rohini,Kitchen Ice Cream World,"North Indian, Biryani",593,3.9,1618,3728,2210704,34,20,Swiggy Genie,"48/95, Divan Nagar, Dehri-575188",24-06-2025
3055,Chennai,OMR,Biryani Seafood Palace,"Mughlai, Chinese, Pizza",183,3.7,8049,2708,495564,20,0,Swiggy Genie,"235, Batta Street, Karaikudi 244513",11-01-2026
3056,Chennai,T Nagar,Street Biryani Point,"Fast Food, Italian",1166,2.9,9149,4705,5486030,71,15,Regular Delivery,"H.No. 988, Sabharwal Street, Maheshtala-411028",15-06-2025
3057,Hyderabad,Hitech City,Cafe Ice Cream World,"South Indian, Mughlai, Chinese",1105,4,9115,2870,3171350,68,15,Regular Delivery,"52/35, Comar Road, Ulhasnagar-972320",10-01-2026
3058,Mumbai,Powai,Biryani Andhra Palace,"Italian, South Indian",325,3.5,13973,1852,601900,71,20,Regular Delivery,"65/45, Bahl Circle, South Dumdum-010375",03-01-2026
3059,Bangalore,Whitefield,Food Andhra World,Mughlai,244,4.2,10904,1826,445544,64,40,Swiggy Genie,"762, Sampath Ganj, Davanagere 522745",14-01-2026
3060,Bangalore,BTM Layout,Cafe Chinese Point,Andhra,800,3.5,3658,4094,3275200,21,20,Swiggy Genie,"H.No. 161, Dugar Nagar, Raurkela Industrial Township 532758",20-12-2025
3061,Bangalore,Indiranagar,Kitchen Chinese World,"South Indian, Biryani, Desserts",137,4.4,3571,305,41785,51,20,Swiggy One,"H.No. 53, Kibe Circle, Sri Ganganagar 065785",31-08-2025
3062,Bangalore,Jayanagar,Spice Arabian Factory,"South Indian, Italian",1179,3.1,7862,3284,3871836,29,10,Swiggy Genie,"80, Kakar, Ahmednagar-840780",08-12-2025
3063,Chennai,Adyar,Express Ice Cream World,"Pizza, Healthy Food, Fast Food",619,3.1,14452,576,356544,70,30,Swiggy One,"73/40, Zachariah Circle, Jammu-142044",05-05-2026
3064,Chennai,Velachery,Cafe Desserts Treats,Seafood,1023,4.1,2010,3768,3854664,28,0,Swiggy Genie,"67, Dave Nagar, Ahmednagar 745881",28-12-2025
3065,Bangalore,Jayanagar,House North Indian Junction,"Healthy Food, Ice Cream, Andhra",762,4.3,11546,4480,3413760,40,0,Swiggy Genie,"37/47, Goyal Marg, Aurangabad 674156",21-11-2025
3066,Delhi,Rohini,Biryani Italian Zone,"Ice Cream, Pizza, Burgers, Fast Food",282,4.5,7377,1599,450918,36,25,Swiggy Genie,"20, Tak Road, Deoghar 566864",22-03-2026
3067,Chennai,T Nagar,Royal Bakery Factory,Bakery,979,3.8,4647,477,466983,20,15,Swiggy Genie,"59/401, Luthra Ganj, Hazaribagh-811801",10-11-2025
3068,Mumbai,Dadar,Royal Desserts Palace,"Desserts, North Indian, Italian",280,3.4,595,3255,911400,42,0,Regular Delivery,"H.No. 711, Goel Path, Barasat 270850",01-04-2026
3069,Mumbai,Andheri,Street Andhra Factory,Ice Cream,753,3.9,141,409,307977,23,0,Swiggy One,"146, Bhatt, Amroha 641611",10-10-2025
3070,Bangalore,BTM Layout,Biryani Ice Cream Grill,"Andhra, Pizza, Healthy Food",1066,3.6,13025,4466,4760756,33,25,Swiggy One,"98/799, Khatri Zila, Bhilwara-865778",18-09-2025
3071,Chennai,Velachery,Express Pizza Palace,"Andhra, North Indian, Pizza",931,3.7,5231,575,535325,48,40,Swiggy Genie,"73/37, Sengupta Street, Rourkela 478938",06-04-2026
3072,Hyderabad,Hitech City,Delight Seafood Point,Healthy Food,302,4.9,1886,3226,974252,30,10,Swiggy One,"59, Chatterjee Path, Srinagar 694308",24-06-2025
3073,Hyderabad,Kukatpally,Biryani Seafood Grill,Biryani,166,3.4,1833,3677,610382,41,0,Swiggy Genie,"H.No. 61, Gopal, Kochi-043406",16-06-2025
3074,Mumbai,Powai,House Ice Cream World,Andhra,1111,4.6,11874,1625,1805375,62,40,Swiggy Genie,"627, Dhaliwal Nagar, Bhubaneswar-848936",16-10-2025
3075,Bangalore,Indiranagar,Delight Italian Treats,"Desserts, South Indian",1086,2.9,5984,896,973056,39,40,Swiggy One,"58, Dara Street, Katihar 050750",28-08-2025
3076,Delhi,Karol Bagh,Food Arabian Factory,"Ice Cream, Fast Food, Arabian",1154,4.1,12487,2605,3006170,31,25,Swiggy Genie,"H.No. 214, Bhatia Street, Amaravati-103230",18-09-2025
3077,Delhi,Saket,Royal Desserts World,"Chinese, Andhra",380,3.4,12270,4119,1565220,63,25,Regular Delivery,"H.No. 474, Khurana Nagar, Surendranagar Dudhrej 677098",21-07-2025
3078,Delhi,Saket,Street Arabian Zone,"Seafood, Arabian, South Indian, Bakery",746,2.8,131,3229,2408834,56,25,Swiggy One,"066, Barad Path, Ambattur 462211",24-12-2025
3079,Delhi,Karol Bagh,Urban Arabian Zone,"Desserts, Italian, Mughlai, Arabian",1150,3.8,349,2078,2389700,61,50,Swiggy One,"H.No. 018, Jha Marg, Amaravati-144993",23-02-2026
3080,Mumbai,Dadar,Tandoori Italian Zone,"Ice Cream, Andhra, Arabian, Desserts",212,3.5,4542,2952,625824,74,15,Swiggy Genie,"H.No. 640, Varma Ganj, Bihar Sharif 296074",07-06-2025
3081,Delhi,Connaught Place,Delight Italian Palace,"Biryani, Fast Food, Chinese, Ice Cream",1024,3.7,7549,3359,3439616,47,40,Swiggy Genie,"57/340, Choudhry Path, Aurangabad 788620",16-10-2025
3082,Delhi,Connaught Place,Biryani Burgers Treats,Fast Food,638,3.1,9501,1007,642466,62,20,Swiggy One,"H.No. 20, Bali Marg, Bharatpur-896695",29-07-2025
3083,Mumbai,Lower Parel,Food Italian Factory,"North Indian, Ice Cream, Mughlai, Burgers",359,2.9,6190,1821,653739,74,40,Regular Delivery,"21/115, Chaudhry Chowk, Karaikudi 669950",13-02-2026
3084,Delhi,Dwarka,Kitchen Healthy Food World,"South Indian, Seafood, Pizza, Andhra",347,3.4,5873,3914,1358158,71,50,Swiggy Genie,"39/278, Kara Nagar, Unnao 201488",23-06-2025
3085,Hyderabad,Kukatpally,Biryani Bakery Palace,Chinese,644,4.1,636,3834,2469096,60,30,Swiggy One,"33/796, Shukla Path, Suryapet-105272",08-03-2026
3086,Hyderabad,Kukatpally,Cafe Ice Cream Factory,"Fast Food, Desserts, Pizza, Andhra",809,4.3,11674,3277,2651093,62,50,Regular Delivery,"H.No. 78, Raja Marg, Chandrapur-519806",28-11-2025
3087,Mumbai,Bandra,Street Burgers Hub,"Seafood, Bakery",803,2.9,9311,160,128480,41,20,Regular Delivery,"92/35, Rout Marg, Bhavnagar 626431",21-12-2025
3088,Mumbai,Bandra,Cafe Pizza World,"Healthy Food, Chinese, Ice Cream, Seafood",916,4,11064,573,524868,52,50,Regular Delivery,"92, Lall Nagar, Morena-609733",21-01-2026
3089,Delhi,Rohini,Food Mughlai Hub,"Burgers, Bakery, Seafood",600,3.7,6991,1615,969000,71,0,Swiggy One,"H.No. 59, Tank Path, Erode-114032",02-01-2026
3090,Mumbai,Powai,Delight Arabian Junction,"Burgers, Seafood, Mughlai",858,2.9,7946,920,789360,58,40,Swiggy One,"H.No. 21, Chacko Street, Bharatpur 235153",17-04-2026
3091,Chennai,Velachery,House Ice Cream Corner,"Healthy Food, Andhra, Mughlai, Desserts",689,3.8,6932,4883,3364387,38,10,Swiggy Genie,"H.No. 997, Din Nagar, Kamarhati-979826",28-04-2026
3092,Mumbai,Bandra,Kitchen Burgers Factory,"Seafood, North Indian, Andhra, Healthy Food",480,3.5,1673,2936,1409280,44,10,Swiggy One,"25, Cherian Road, Malda 249241",04-07-2025
3093,Delhi,Dwarka,Delight Pizza Junction,Healthy Food,229,3.8,804,1691,387239,21,10,Swiggy Genie,"626, Devan Path, Vellore 403411",23-01-2026
3094,Chennai,OMR,Tandoori Healthy Food Palace,Pizza,594,3.2,7131,2363,1403622,56,15,Regular Delivery,"H.No. 556, Desai Ganj, Anantapuram-413352",23-04-2026
3095,Chennai,Anna Nagar,Cafe Mughlai Grill,Chinese,841,4.7,10096,1509,1269069,27,10,Regular Delivery,"95/26, Contractor Marg, Satara 462031",29-09-2025
3096,Chennai,Adyar,Royal Pizza Zone,"South Indian, Biryani, Healthy Food",1066,4.9,14888,3640,3880240,26,25,Swiggy One,"15/034, Guha Chowk, Jammu 909382",03-09-2025
3097,Delhi,Karol Bagh,House Pizza Hub,Chinese,506,4.5,9272,3090,1563540,72,0,Regular Delivery,"H.No. 20, Sood Marg, Bally 788413",13-07-2025
3098,Mumbai,Dadar,Street Fast Food Zone,"Ice Cream, Chinese, Biryani, Arabian",545,4.3,5903,1382,753190,75,25,Regular Delivery,"77/78, Date Circle, Tadepalligudem-460698",19-07-2025
3099,Delhi,Karol Bagh,Tandoori Arabian Zone,"Desserts, Healthy Food, Bakery, Italian",784,2.9,4041,3754,2943136,20,15,Swiggy One,"H.No. 197, Varma Circle, Dibrugarh 274751",15-07-2025
3100,Hyderabad,Madhapur,Urban Bakery Hub,"Fast Food, Andhra, South Indian, Healthy Food",795,3.5,2637,1273,1012035,47,50,Swiggy One,"76, Kala Chowk, Ludhiana-594129",13-10-2025
3101,Chennai,OMR,Food Italian World,"Italian, Chinese",612,4.3,14462,4950,3029400,62,25,Swiggy Genie,"65/797, Chaudhuri Path, Kochi 851869",16-01-2026
3102,Hyderabad,Hitech City,Kitchen Ice Cream World,"Italian, Chinese, Ice Cream, Desserts",905,4.7,1417,227,205435,23,25,Swiggy One,"H.No. 215, Kumar Zila, Bilaspur 231884",02-05-2026
3103,Mumbai,Bandra,Street Biryani Factory,"Mughlai, Burgers, Chinese, Bakery",1115,3.3,10957,1232,1373680,52,0,Swiggy Genie,"17/30, Ramanathan Circle, Udaipur 563013",11-12-2025
3104,Chennai,Anna Nagar,Kitchen Biryani Grill,"Chinese, Bakery, North Indian",261,3.1,12757,2122,553842,71,25,Regular Delivery,"94/89, Bhardwaj Nagar, Nizamabad 474666",08-02-2026
3105,Hyderabad,Banjara Hills,Food Bakery World,Burgers,324,3.4,6532,2683,869292,34,30,Swiggy Genie,"96, Ramakrishnan, Ghaziabad-984900",08-10-2025
3106,Bangalore,Jayanagar,Royal Chinese Hub,"Bakery, Biryani",353,4.3,8424,3321,1172313,39,30,Swiggy One,"H.No. 50, Sankar Ganj, Gangtok-587718",07-11-2025
3107,Hyderabad,Madhapur,Cafe South Indian Point,"Healthy Food, North Indian",1064,3.4,3172,3024,3217536,25,50,Swiggy One,"68/99, Dutta Ganj, Rajahmundry 312641",27-10-2025
3108,Bangalore,Whitefield,Royal Italian Junction,"North Indian, Chinese",1048,3.2,13711,442,463216,58,50,Swiggy Genie,"10, De, Sri Ganganagar 856328",24-12-2025
3109,Bangalore,BTM Layout,Royal Burgers Corner,"Burgers, Fast Food, Chinese",654,2.8,51,1789,1170006,46,10,Regular Delivery,"H.No. 701, Bath Path, Siwan-488458",11-07-2025
3110,Mumbai,Powai,Spice Burgers Factory,"Andhra, Italian, Fast Food",294,4.8,4487,4524,1330056,35,30,Regular Delivery,"H.No. 72, Chahal Path, Hosur-398684",28-11-2025
3111,Bangalore,Koramangala,Cafe North Indian Hub,"Chinese, South Indian, Andhra, Ice Cream",740,3.5,1408,653,483220,40,20,Regular Delivery,"H.No. 869, Rajagopal Path, Bhopal-129241",24-05-2026
3112,Bangalore,Jayanagar,Urban Healthy Food Treats,"Andhra, North Indian, Healthy Food",510,4.5,11564,4130,2106300,75,25,Swiggy One,"00/05, Dora Path, Bhagalpur-621417",10-07-2025
3113,Delhi,Dwarka,Express Seafood Treats,"South Indian, Andhra, Burgers, Pizza",426,3.5,5783,1465,624090,20,25,Swiggy Genie,"289, Garg Path, Chittoor-857193",07-04-2026
3114,Chennai,Adyar,Street Andhra Point,"South Indian, Fast Food, Arabian",1127,3.5,4274,4164,4692828,26,15,Swiggy One,"22/90, Saran Ganj, Bettiah-351763",19-11-2025
3115,Bangalore,BTM Layout,Biryani North Indian Point,"Biryani, Fast Food, North Indian",1142,4.2,14186,4094,4675348,41,30,Swiggy Genie,"59, Hari Nagar, Serampore-141379",14-01-2026
3116,Delhi,Saket,Biryani South Indian Palace,"Healthy Food, Bakery, Ice Cream, Fast Food",674,4.3,1547,1205,812170,39,25,Regular Delivery,"971, Vora, Kota-668724",01-08-2025
3117,Chennai,Velachery,Express South Indian Factory,"Healthy Food, Mughlai, Seafood, North Indian",209,2.9,13470,3670,767030,27,20,Regular Delivery,"80/87, Shetty Nagar, Tiruchirappalli-064396",13-07-2025
3118,Delhi,Dwarka,Street Italian Hub,"Andhra, Ice Cream",720,3.1,1078,2495,1796400,46,10,Swiggy Genie,"H.No. 71, Choudhry Street, Tenali-714687",09-07-2025
3119,Bangalore,Whitefield,Spice Andhra Zone,"Chinese, Desserts, Seafood, North Indian",279,4.7,3653,4804,1340316,47,30,Swiggy One,"H.No. 61, Raval, Bikaner-237022",04-04-2026
3120,Hyderabad,Gachibowli,House South Indian Factory,"Mughlai, Fast Food, Bakery, South Indian",635,3.1,7570,2721,1727835,70,10,Swiggy Genie,"58/88, Sahota, Vellore 601006",16-09-2025
3121,Bangalore,Whitefield,Biryani Biryani Zone,"North Indian, South Indian, Bakery, Desserts",132,2.8,7402,1546,204072,50,25,Regular Delivery,"H.No. 191, Gaba Circle, Machilipatnam-136070",28-09-2025
3122,Chennai,T Nagar,Express Andhra World,"Italian, Fast Food, South Indian",1107,4.5,7151,1155,1278585,47,50,Regular Delivery,"786, Sem Road, Dindigul 193321",29-09-2025
3123,Bangalore,Jayanagar,Tandoori Arabian Grill,"Burgers, Ice Cream",360,3.3,224,987,355320,60,15,Swiggy One,"97/526, Khosla Nagar, Patna-339198",08-12-2025
3124,Hyderabad,Banjara Hills,Kitchen Desserts Junction,"Bakery, Arabian",985,4.8,7649,4371,4305435,37,0,Regular Delivery,"508, Virk Path, Khora  198480",13-03-2026
3125,Delhi,Connaught Place,Delight Ice Cream Palace,"South Indian, Burgers",1072,4.1,12718,822,881184,45,0,Swiggy Genie,"H.No. 665, Chand Circle, Dehradun-043156",22-10-2025
3126,Hyderabad,Kukatpally,Food Biryani Hub,"Pizza, North Indian, Ice Cream, Biryani",198,3.1,8092,652,129096,72,0,Swiggy One,"581, Bala Nagar, Bathinda 062259",28-04-2026
3127,Hyderabad,Madhapur,Biryani Seafood Grill,"Desserts, Healthy Food, North Indian, Biryani",840,4.7,10253,1089,914760,26,30,Swiggy One,"89/905, Chana Chowk, Udupi 157799",31-01-2026
3128,Mumbai,Dadar,Cafe Andhra Corner,Andhra,951,4.6,5738,1659,1577709,54,40,Swiggy One,"H.No. 180, Sachdeva Path, Alappuzha-295963",24-10-2025
3129,Bangalore,Indiranagar,Express Healthy Food Junction,"Desserts, Andhra, Fast Food",415,4.5,10188,2752,1142080,29,15,Swiggy One,"81/55, Ravel Circle, Vasai-Virar-013786",12-10-2025
3130,Chennai,Anna Nagar,Delight Ice Cream Hub,Mughlai,1019,4,7637,4658,4746502,72,20,Swiggy One,"81/944, Dara Street, Jalandhar-337739",11-10-2025
3131,Bangalore,Jayanagar,Royal South Indian Hub,"Arabian, Italian",129,3.7,5335,4301,554829,54,25,Swiggy One,"H.No. 79, Sampath Circle, Solapur 362136",30-08-2025
3132,Hyderabad,Hitech City,Spice Ice Cream Treats,"North Indian, Mughlai",246,3.3,13352,90,22140,40,40,Regular Delivery,"746, Deshpande, Durg-823066",23-04-2026
3133,Delhi,Rohini,House Desserts World,"South Indian, Fast Food, Pizza, Arabian",883,4.1,137,3909,3451647,38,25,Regular Delivery,"70, Varughese Road, Rourkela-400983",03-12-2025
